sa_score,qed_scores,dist_type
1.5149307387756714,0.4298828832001217,ldm_vae
1.5559458942163857,0.4719983679006756,ldm_vae
2.8352097289163183,0.42712854542404716,ldm_vae
1.0804143977581013,0.5624916701881997,ldm_vae
1.5726191948580226,0.5970980588686806,ldm_vae
2.4546031924811373,0.3419937935086324,ldm_vae
1.7186169388187054,0.5126040106471911,ldm_vae
1.7377514179575648,0.47072821158342537,ldm_vae
1.5975649736715631,0.3849667558355937,ldm_vae
1.2581831554897462,0.5359354364287862,ldm_vae
2.1256403490057476,0.7148878381346438,ldm_vae
3.6079532068256412,0.5847158831817965,ldm_vae
2.5856369110493667,0.6758692791544172,ldm_vae
1.5318587559779733,0.6738929698065423,ldm_vae
1.161566802572949,0.6374596390700277,ldm_vae
2.3778936626152145,0.7019500492363836,ldm_vae
3.1556900147508653,0.8495855806677115,ldm_vae
3.5914993918409417,0.5204193287196371,ldm_vae
1.384654550189179,0.6855488636737491,ldm_vae
1.6623992118458766,0.6506662607812883,ldm_vae
1.9844550809612276,0.3728333950610807,ldm_vae
2.31992414618912,0.8454373376995625,ldm_vae
3.7549829605172462,0.8228468125212954,ldm_vae
2.092751552271409,0.7974979125324587,ldm_vae
4.755552324634889,0.5748439462066044,ldm_vae
2.365218237514,0.6597190498425601,ldm_vae
1.6371140472306003,0.635705806084125,ldm_vae
1.8504156872819628,0.8289562801020331,ldm_vae
2.7434220869603596,0.5723681168387519,ldm_vae
1.9297061610717101,0.6063736213419771,ldm_vae
1.6248696401187157,0.7813459391516219,ldm_vae
3.114895007701154,0.7343411381257486,ldm_vae
2.317492622610173,0.6741344214802231,ldm_vae
1.1976046226101715,0.6555469718174521,ldm_vae
1.575222468764018,0.43470026760557684,ldm_vae
1.6380452379947865,0.5535554805775342,ldm_vae
2.6464495864557342,0.4869444246148471,ldm_vae
3.015109029615619,0.5880553545777993,ldm_vae
1.8800859038549795,0.6949835363854019,ldm_vae
3.187802036608625,0.5298602294594054,ldm_vae
2.5327745845501575,0.8259781886855596,ldm_vae
3.5165468947706353,0.6686890489120092,ldm_vae
2.483397351071325,0.8666587603787863,ldm_vae
2.520228591259709,0.8018364688508854,ldm_vae
1.6578429297311583,0.7998344619711958,ldm_vae
3.234129718226363,0.7303385054421344,ldm_vae
1.7049421228244945,0.8914344598466095,ldm_vae
2.0807605435090935,0.6753718647642796,ldm_vae
3.326499228844142,0.7734125428303124,ldm_vae
2.3066715522714087,0.8148464534567675,ldm_vae
4.019260032011519,0.6416797844000556,ldm_vae
2.31913750876906,0.7140023463931244,ldm_vae
1.8238702144787684,0.7809297239010737,ldm_vae
2.748653398524196,0.7654957327712741,ldm_vae
3.06594300424183,0.8814126762718673,ldm_vae
2.35760147178401,0.776152278550377,ldm_vae
2.490946580342378,0.5968252326911176,ldm_vae
2.0216007830406397,0.7498235242174908,ldm_vae
1.936189363104937,0.729742745522058,ldm_vae
3.1124207296829915,0.8274503046245102,ldm_vae
2.029808028604922,0.6251698963578032,ldm_vae
2.3252833871402316,0.7988252816413515,ldm_vae
3.497972686625838,0.6539537817122881,ldm_vae
2.253524456929698,0.58496959071241,ldm_vae
1.781434274148248,0.6631865628759366,ldm_vae
2.635120783040639,0.7736533999019135,ldm_vae
3.0961776271122563,0.7844505202470309,ldm_vae
1.6598207356867096,0.7867013046067768,ldm_vae
3.0427982907578386,0.7299041827386014,ldm_vae
2.423361230669988,0.6097854269796936,ldm_vae
2.152873778144576,0.7741825195014144,ldm_vae
2.6352089807780565,0.752585999488682,ldm_vae
4.411315489653797,0.627596831638705,ldm_vae
2.015520120302096,0.6368996256512419,ldm_vae
2.3323893711368644,0.5432834160654607,ldm_vae
1.7589718362483246,0.6782414989282619,ldm_vae
2.942045193743853,0.48444074466633813,ldm_vae
2.73495329201144,0.783542299867478,ldm_vae
1.6961033248466606,0.8425497930320595,ldm_vae
2.0850615798380687,0.7024623930648873,ldm_vae
2.8757423215021785,0.7170736549186237,ldm_vae
2.3390261402190244,0.8503414080749158,ldm_vae
2.3377076982254454,0.7425695107433955,ldm_vae
2.7019586677625433,0.7085070217344596,ldm_vae
3.2049888749743562,0.9176158397437432,ldm_vae
2.703053370453228,0.8611110138923079,ldm_vae
2.676541451458487,0.874698843715265,ldm_vae
2.9929990260269257,0.6716157473482051,ldm_vae
3.077124425842266,0.560670019551204,ldm_vae
2.1953751340798124,0.8242413532741961,ldm_vae
1.7498951435017318,0.4791432262448296,ldm_vae
1.6151173953514562,0.7377884355332638,ldm_vae
3.2320582655581216,0.5668168137725275,ldm_vae
1.5722360585025736,0.6934120983360819,ldm_vae
4.024491468764018,0.42861811762720237,ldm_vae
1.7302302781576397,0.6752141417877167,ldm_vae
2.4360281592535653,0.582312216719273,ldm_vae
3.805975280832941,0.5006315537708862,ldm_vae
1.8041078046270478,0.6819528950602685,ldm_vae
2.4534637149303045,0.509068380094829,ldm_vae
2.1585786504951425,0.6286822751977138,ldm_vae
1.5547541488204253,0.6670235496365852,ldm_vae
3.8720468392029854,0.4105966346513907,ldm_vae
1.918356546162693,0.6116325552126509,ldm_vae
2.934022555438691,0.6254031181266114,ldm_vae
2.6328394318459836,0.6746575893346362,ldm_vae
1.4887133227194695,0.575816465118545,ldm_vae
1.5882276084337548,0.6279039010915156,ldm_vae
3.4664520072255574,0.596127356123176,ldm_vae
1.3812028831590304,0.6699356418264755,ldm_vae
2.2910979539687517,0.7017081786132047,ldm_vae
2.0366351588937075,0.7919890611677655,ldm_vae
2.017105739320753,0.49630365608195337,ldm_vae
2.1269419100127074,0.7497529879853229,ldm_vae
3.2280078460237,0.8106163012073935,ldm_vae
2.448472439566576,0.4947413174220421,ldm_vae
1.841536100766394,0.8590113390301691,ldm_vae
2.6387287231995202,0.7010124401715054,ldm_vae
3.371132071571907,0.7552247284474916,ldm_vae
2.0470679259153304,0.8557204762861303,ldm_vae
3.251005392421537,0.9416502014981706,ldm_vae
1.7054338895328645,0.7632769386532605,ldm_vae
1.7724703720959454,0.7755378822672414,ldm_vae
3.0786212661420436,0.7179986043040354,ldm_vae
3.387492924298761,0.5988496412823526,ldm_vae
1.8633853007414487,0.620930787301078,ldm_vae
2.4189127732689197,0.51823286054365,ldm_vae
3.5184138533794034,0.43114759587479323,ldm_vae
3.144102468764018,0.4132362692880249,ldm_vae
2.0241134408074952,0.8172047642678029,ldm_vae
2.3279361676560253,0.8020019288399736,ldm_vae
2.4467096428252173,0.8924412043655485,ldm_vae
2.021488265027065,0.6903151653103743,ldm_vae
2.2643023495731462,0.7765034142663745,ldm_vae
2.2179526165208276,0.645839667028694,ldm_vae
2.8178148450676073,0.8309585936326097,ldm_vae
2.897887419988196,0.8245533317704205,ldm_vae
2.828420427994402,0.7185497238744077,ldm_vae
2.251429887530376,0.7470417983825041,ldm_vae
1.9757075943283926,0.8628042514250438,ldm_vae
1.6546675229462995,0.49900806403166403,ldm_vae
2.258682300904102,0.4712686756575273,ldm_vae
3.012757421526498,0.6882632038687957,ldm_vae
2.569534321588833,0.6079723512216271,ldm_vae
1.7250135383843368,0.7688133589180934,ldm_vae
3.0854759246450003,0.742011463396145,ldm_vae
4.0178658978512605,0.41883967595443,ldm_vae
3.112026860195936,0.7485748311873955,ldm_vae
1.9015927184683594,0.8866768938297163,ldm_vae
2.247215118299607,0.8202533271719566,ldm_vae
2.484475650696986,0.7502682821451627,ldm_vae
2.252214598148658,0.7853847715309007,ldm_vae
2.8634116524070095,0.7484528158722132,ldm_vae
2.3823527688158865,0.42005038168488174,ldm_vae
2.963736275217679,0.7729643725104918,ldm_vae
